"nombre" "sitio" "estrato" "replica" "taxa" "body_mass" "ab"
"62" "L 1" "L" "H" 1 "mesostigmata" 118,039930008742 4
"63" "L 1" "L" "H" 1 "oniscoidea" 3800 2
"64" "L 1" "L" "H" 1 "oribatido" 10,9127275216957 1
"65" "L 1" "L" "H" 1 "staphylinidae" 924,636128828414 3
"66" "L 1" "L" "Hoja" 1 "afido" 208,167390813731 1
"67" "L 1" "L" "Hoja" 1 "amerosidae" 78,0095484094564 1
"68" "L 1" "L" "Hoja" 1 "enquitreido" 3154,18684739216 12
"69" "L 1" "L" "Hoja" 1 "hipogastruridae" 19,0504279420001 2
"70" "L 1" "L" "Hoja" 1 "larva_sciaridae" 333,032276074269 2
"71" "L 1" "L" "Hoja" 1 "oripodidae" 26,3686134536375 2
"72" "L 1" "L" "Hoja" 1 "paholaspidae" 93,0475453217564 1
"73" "L 1" "L" "Hoja" 1 "pupa_diptero" 6890,71952853333 15
"74" "L 1" "L" "Hoja" 1 "scheloribates" 34,9642481224616 1
"75" "L 1" "L" "Hoja" 1 "trip" 100,371887003788 1
"76" "L 1" "L" "humus" 1 "astigmata" 24,091103658711 29
"77" "L 1" "L" "humus" 1 "bdelloidea" 5,81752115431948 3
"78" "L 1" "L" "humus" 1 "ceratozetoidea" 23,3124443026105 20
"79" "L 1" "L" "humus" 1 "enquitreido" 1388,18366931858 10
"80" "L 1" "L" "humus" 1 "eupodoidea" 4,45914540664683 5
"81" "L 1" "L" "humus" 1 "galumnidae" 94,7973562000797 1
"82" "L 1" "L" "humus" 1 "hipogastruridae" 9,1502959721292 23
"83" "L 1" "L" "humus" 1 "isotomidae" 9,59068361308165 27
"84" "L 1" "L" "humus" 1 "larva_diptero" 50,5918059790195 6
"85" "L 1" "L" "humus" 1 "larva_sciaridae" 158,173742866206 10
"86" "L 1" "L" "humus" 1 "lohmanidae" 3,37934314380671 1
"87" "L 1" "L" "humus" 1 "mesostigmata" 2,74554367492616 3
"88" "L 1" "L" "humus" 1 "onichiuridae" 7,3465662496095 5
"89" "L 1" "L" "humus" 1 "oppioidea" 7,05362139053265 1
"90" "L 1" "L" "humus" 1 "oribatulidae" 33,2946525016009 59
"91" "L 1" "L" "humus" 1 "oripodidae" 22,2861588121695 13
"92" "L 1" "L" "humus" 1 "parasitidae" 12,6156991156841 22
"93" "L 1" "L" "humus" 1 "pupa_diptero" 1333,87055218182 11
"94" "L 1" "L" "humus" 1 "raghididae" 2,59800245653866 2
"95" "L 1" "L" "humus" 1 "rhodacaroidea" 14,0632566975172 3
"96" "L 1" "L" "humus" 1 "scheloribates" 16,8108544601879 20
"97" "L 2" "L" "10" 2 "Apodorrectodea caliginosa" 81450 2
"98" "L 2" "L" "10" 2 "Juvenil" 33240 5
"99" "L 2" "L" "10" 2 "astigmata" 33,5708732345146 10
"100" "L 2" "L" "10" 2 "bacterivoro" 1,86384012750928 10
"101" "L 2" "L" "10" 2 "ceratozetoidea" 47,6335896470612 3
"102" "L 2" "L" "10" 2 "diplopoda" 14061,5384615385 13
"103" "L 2" "L" "10" 2 "enquitreido" 1763,20705729475 17
"104" "L 2" "L" "10" 2 "entomobriidae" 118,720256529443 1
"105" "L 2" "L" "10" 2 "fitofago" 1,06013819851284 12
"106" "L 2" "L" "10" 2 "formicidae" 325,497298647867 2
"107" "L 2" "L" "10" 2 "fungivoro" 12,9521263752672 28
"108" "L 2" "L" "10" 2 "grillopalpidae" 195600 1
"109" "L 2" "L" "10" 2 "hipogastruridae" 8,57088220897363 7
"110" "L 2" "L" "10" 2 "isotomidae" 5,02026685645174 14
"111" "L 2" "L" "10" 2 "larva_diptera" 3600 1
"112" "L 2" "L" "10" 2 "larva_tenebrionidae" 3000 2
"113" "L 2" "L" "10" 2 "lycosidae" 2800 1
"114" "L 2" "L" "10" 2 "mesostigmata" 10,9127275216957 1
"115" "L 2" "L" "10" 2 "omnivoro" 7,19003663979239 9
"116" "L 2" "L" "10" 2 "oniscoidea" 13200 1
"117" "L 2" "L" "10" 2 "oppioidea" 9,18148630275309 1
"118" "L 2" "L" "10" 2 "oribatulidae" 37,5903895350737 2
"119" "L 2" "L" "10" 2 "oripodidae" 22,4130280018892 11
"120" "L 2" "L" "10" 2 "predador" 4,83920040814128 11
"121" "L 2" "L" "10" 2 "pupa_diptero" 6580,29657 1
"122" "L 2" "L" "10" 2 "staphylinidae" 1276,28966795438 2
"123" "L 2" "L" "10" 2 "symphyla" 2,13586017854838 1
"124" "L 2" "L" "20" 2 "diplopoda" 16400 1
"125" "L 2" "L" "20" 2 "entomobriidae" 195,614748944503 1
"126" "L 2" "L" "20" 2 "staphylinidae" 2000 1
"127" "L 2" "L" "Frag" 2 "astigmata" 89,0524995717171 23
"128" "L 2" "L" "Frag" 2 "bdelloidea" 5,76009980595814 1
"129" "L 2" "L" "Frag" 2 "enquitreido" 1853,39478955792 7
"130" "L 2" "L" "Frag" 2 "eupodoidea" 3,84855324124881 1
"131" "L 2" "L" "Frag" 2 "galumnidae" 76,3757742499752 1
"132" "L 2" "L" "Frag" 2 "larva_sciaridae" 74,8534558286682 3
"133" "L 2" "L" "Frag" 2 "oribatulidae" 32,0394315307484 4
"134" "L 2" "L" "Frag" 2 "oripodidae" 22,1192135970981 3
"135" "L 2" "L" "Frag" 2 "parasitidae" 14,9415091952914 1
"136" "L 2" "L" "Frag" 2 "pupa_diptero" 1439,759278625 16
"137" "L 2" "L" "Frag" 2 "rhagididae" 17,14785168471 1
"138" "L 2" "L" "Frag" 2 "scheloribates" 14,7421958619386 1
"139" "L 2" "L" "Frag" 2 "trip" 195,033073345994 2
"140" "L 2" "L" "H" 2 "diplopoda" 17771,4285714286 7
"141" "L 2" "L" "H" 2 "enquitreido" 1593,85548355834 2
"142" "L 2" "L" "H" 2 "larva_diptera" 8000 1
"143" "L 2" "L" "H" 2 "lycosidae" 217600 1
"144" "L 2" "L" "H" 2 "oniscoidea" 68200 2
"145" "L 2" "L" "H" 2 "pythidae" 96000 1
"146" "L 2" "L" "Hoja" 2 "astigmata" 9,01198615362562 3
"147" "L 2" "L" "Hoja" 2 "enquitreido" 3425,86040831773 1
"148" "L 2" "L" "Hoja" 2 "eupodoidea" 9,52966998228877 1
"149" "L 2" "L" "Hoja" 2 "hipogastruridae" 6,16312985352759 11
"150" "L 2" "L" "Hoja" 2 "isotomidae" 7,31805856518206 5
"151" "L 2" "L" "Hoja" 2 "pupa_diptero" 7793,5902267 10
"152" "L 2" "L" "Hoja" 2 "scheloribates" 17,3434667581857 2
"153" "L 2" "L" "Hoja" 2 "symphyla" 16,7594281708667 1
"154" "L 2" "L" "humus" 2 "afido" 430,430482576265 1
"155" "L 2" "L" "humus" 2 "astigmata" 31,4688945848744 8
"156" "L 2" "L" "humus" 2 "bdelloidea" 2,84292979604395 6
"157" "L 2" "L" "humus" 2 "enquitreido" 1470,5788306455 29
"158" "L 2" "L" "humus" 2 "entomobridae" 40,5247008093213 1
"159" "L 2" "L" "humus" 2 "eupodoidea" 2,51778548152384 5
"160" "L 2" "L" "humus" 2 "hipogastruridae" 17,3136207806865 62
"161" "L 2" "L" "humus" 2 "isotomidae" 13,2257926420365 66
"162" "L 2" "L" "humus" 2 "macropilina" 79,2427624886036 1
"163" "L 2" "L" "humus" 2 "ologamasidae" 64,3614830298769 2
"164" "L 2" "L" "humus" 2 "oribatulidae" 34,1946598115084 7
"165" "L 2" "L" "humus" 2 "oripodidae" 15,5910532124055 8
"166" "L 2" "L" "humus" 2 "parasitidae" 28,3335488295525 7
"167" "L 2" "L" "humus" 2 "penthalidae" 9,94535138504156 2
"168" "L 2" "L" "humus" 2 "rhodacaroidea" 2,27507346567154 7
"169" "L 2" "L" "humus" 2 "scheloribates" 12,2259521866618 2
"170" "L 2" "L" "humus" 2 "symphyla" 4,42827019703126 1
"171" "L 2" "L" "humus" 2 "symphypleona" 40,9920258551361 1
"172" "L 2" "L" "humus" 2 "trip" 245,139127977026 1
"173" "L 2" "L" "humus" 2 "uropodidae" 14,8455879249111 1
"174" "L 3" "L" "10" 3 "Juvenil" 45600 1
"175" "L 3" "L" "10" 3 "astigmata" 21,0817798473439 7
"176" "L 3" "L" "10" 3 "bacterivoro" 2,84534941512294 35
"177" "L 3" "L" "10" 3 "diplopoda" 3200 1
"178" "L 3" "L" "10" 3 "enquitreido" 1323,66048424124 5
"179" "L 3" "L" "10" 3 "entomobridae" 62,9849781859312 1
"180" "L 3" "L" "10" 3 "eupodoidea" 2,37864325977737 2
"181" "L 3" "L" "10" 3 "fitofago" 2,11003847506132 6
"182" "L 3" "L" "10" 3 "fungivoro" 7,27291366805931 9
"183" "L 3" "L" "10" 3 "grillopalpidae" 39200 1
"184" "L 3" "L" "10" 3 "hipogastruridae" 22,7199190065946 4
"185" "L 3" "L" "10" 3 "isotomidae" 2,15749908739685 2
"186" "L 3" "L" "10" 3 "larva_coleoptero" 4499,651672 1
"187" "L 3" "L" "10" 3 "omnivoro" 30,4931014562844 26
"188" "L 3" "L" "10" 3 "oniscoidea" 23800 2
"189" "L 3" "L" "10" 3 "oripodidae" 22,2000343258278 30
"190" "L 3" "L" "10" 3 "predador" 5,50752020463689 13
"191" "L 3" "L" "10" 3 "pupa_diptero" 826,868142666667 3
"192" "L 3" "L" "10" 3 "staphiliniidae" 840,404666463249 1
"193" "L 3" "L" "10" 3 "staphylinidae" 1046,68341028019 1
"194" "L 3" "L" "20" 3 "linyphiidae" 5600 1
"195" "L 3" "L" "20" 3 "nematomorpha" 7200 1
"196" "L 3" "L" "20" 3 "oniscoidea" 21600 1
"197" "L 3" "L" "20" 3 "trogossitidae" 3600 1
"198" "L 3" "L" "Frag" 3 "afido" 190,880248612448 9
"199" "L 3" "L" "Frag" 3 "astigmata" 26,5201677924078 5
"200" "L 3" "L" "Frag" 3 "bdelloidea" 12,8709590198192 2
"201" "L 3" "L" "Frag" 3 "carabidae" 868,886010686594 2
"202" "L 3" "L" "Frag" 3 "dermanisoidea" 104,566257698423 3
"203" "L 3" "L" "Frag" 3 "enquitreido" 1961,99986436688 13
"204" "L 3" "L" "Frag" 3 "entomobridae" 17,2742310180225 3
"205" "L 3" "L" "Frag" 3 "eupodoidea" 3,32160501043132 1
"206" "L 3" "L" "Frag" 3 "hipogastruridae" 42,4400823964073 110
"207" "L 3" "L" "Frag" 3 "isotomidae" 14,0958581765016 20
"208" "L 3" "L" "Frag" 3 "larva_coleoptero" 3915,21493325 2
"209" "L 3" "L" "Frag" 3 "larva_diptero" 293,241709556587 6
"210" "L 3" "L" "Frag" 3 "larva_sciaridae" 1555,10769831678 4
"211" "L 3" "L" "Frag" 3 "ologamasidae" 171,776618391385 3
"212" "L 3" "L" "Frag" 3 "oppioidea" 21,3063988377716 2
"213" "L 3" "L" "Frag" 3 "oribatulidae" 59,0952863861442 8
"214" "L 3" "L" "Frag" 3 "oripodidae" 15,9395676752981 3
"215" "L 3" "L" "Frag" 3 "parasitidae" 11,5740147633999 6
"216" "L 3" "L" "Frag" 3 "pupa_diptero" 1250,37574175 2
"217" "L 3" "L" "Frag" 3 "rhodacaroidea" 17,9690446440514 2
"218" "L 3" "L" "Frag" 3 "scheloribates" 27,9687101319133 7
"219" "L 3" "L" "Frag" 3 "staphiliniidae" 830,865608149033 1
"220" "L 3" "L" "Frag" 3 "symphypleona" 41,9549489930474 5
"221" "L 3" "L" "Frag" 3 "trip" 104,573615131403 3
"222" "L 3" "L" "H" 3 "afido" 1002,63876749861 5
"223" "L 3" "L" "H" 3 "blattodea" 306,782942011396 1
"224" "L 3" "L" "H" 3 "cicadidae" 545,941605029287 1
"225" "L 3" "L" "H" 3 "diplopoda" 8400 1
"226" "L 3" "L" "H" 3 "entomobriidae" 161,768158273753 1
"227" "L 3" "L" "H" 3 "formicidae" 783,814276672791 2
"228" "L 3" "L" "H" 3 "geophylomorpha" 2000 1
"229" "L 3" "L" "H" 3 "heteroptera" 1192,04272807355 1
"230" "L 3" "L" "H" 3 "larva_carabidae" 2400 1
"231" "L 3" "L" "H" 3 "linyphiidae" 9200 1
"232" "L 3" "L" "H" 3 "lycosidae" 18666,6666666667 3
"233" "L 3" "L" "H" 3 "mesostigmata" 132,40345610099 5
"234" "L 3" "L" "H" 3 "oniscoidea" 1600 1
"235" "L 3" "L" "H" 3 "pythidae" 298800 1
"236" "L 3" "L" "H" 3 "staphylinidae" 1032,92573707869 4
"237" "L 3" "L" "Hoja" 3 "enquitreido" 2139,29922622864 2
"238" "L 3" "L" "Hoja" 3 "formicidae" 757,325004120951 1
"239" "L 3" "L" "Hoja" 3 "hipogastruridae" 40,7026458966175 17
"240" "L 3" "L" "Hoja" 3 "larva_sciaridae" 1882,62986061218 2
"241" "L 3" "L" "Hoja" 3 "pupa_insecto" 4186,3646485 1
"242" "L 3" "L" "humus" 3 "astigmata" 6,40475341641989 18
"243" "L 3" "L" "humus" 3 "bdelloidea" 3,93838305870232 2
"244" "L 3" "L" "humus" 3 "ceratozetoidea" 21,3182237977438 2
"245" "L 3" "L" "humus" 3 "dermanisoidea" 8,96680790433841 1
"246" "L 3" "L" "humus" 3 "eupodoidea" 2,25352880561637 5
"247" "L 3" "L" "humus" 3 "hipogastruridae" 7,97077901253687 20
"248" "L 3" "L" "humus" 3 "isotomidae" 5,31460937670092 11
"249" "L 3" "L" "humus" 3 "larva_diptero" 47,9918914015558 1
"250" "L 3" "L" "humus" 3 "onichiuridae" 7,92341873932793 1
"251" "L 3" "L" "humus" 3 "oribatulidae" 11,1215386609644 4
"252" "L 3" "L" "humus" 3 "oripodidae" 14,362611290611 7
"253" "L 3" "L" "humus" 3 "pupa_diptero" 598,9000986 5
"254" "L 3" "L" "humus" 3 "rhodacaroidea" 11,9017184244889 1
"255" "L 3" "L" "humus" 3 "scheloribates" 13,9243798023066 5
"256" "L 3" "L" "humus" 3 "symphypleona" 27,5992962653343 4
"257" "L 3" "L" "humus" 3 "tardigrado" 88,2871694540196 2
"258" "L 3" "L" "humus" 3 "tenerifidae" 1,64460545508266 1
"259" "L 3" "L" "humus" 3 "trip" 40,7494479503318 11
"260" "L 3" "L" "humus" 3 "tydeoidea" 2,83495693000414 1
"261" "P 1" "P" "10" 1 "Apodorrectodea trapezoides" 72750 1
"262" "P 1" "P" "10" 1 "Juvenil" 30136,3636363636 11
"263" "P 1" "P" "10" 1 "afido" 50,456885502928 1
"264" "P 1" "P" "10" 1 "bacterivoro" 0,742667181005945 21
"265" "P 1" "P" "10" 1 "bdelloidea" 13,9004701354604 1
"266" "P 1" "P" "10" 1 "blattodea" 7600 1
"267" "P 1" "P" "10" 1 "carabidae" 3466,66666666667 6
"268" "P 1" "P" "10" 1 "ceratozetoidea" 16,537169291426 6
"269" "P 1" "P" "10" 1 "coccinelidae" 6800 1
"270" "P 1" "P" "10" 1 "diplopoda" 20800 2
"271" "P 1" "P" "10" 1 "enquitreido" 1223,04498385085 11
"272" "P 1" "P" "10" 1 "fitofago" 1,87018184408173 1
"273" "P 1" "P" "10" 1 "formicidae" 412,85860418858 3
"274" "P 1" "P" "10" 1 "fungivoro" 3,35892507541629 23
"275" "P 1" "P" "10" 1 "galumnidae" 8,23509895956942 1
"276" "P 1" "P" "10" 1 "geophylomorpha" 7600 2
"277" "P 1" "P" "10" 1 "ichtyostomatogasteridae" 895,257699422101 1
"278" "P 1" "P" "10" 1 "isotomidae" 1,51244315544603 1
"279" "P 1" "P" "10" 1 "larva_coleoptero" 2610,1693895 1
"280" "P 1" "P" "10" 1 "larva_scarabidae" 841200 1
"281" "P 1" "P" "10" 1 "limnozetidae" 41,0861222352013 1
"282" "P 1" "P" "10" 1 "omnivoro" 10,4411637214987 16
"283" "P 1" "P" "10" 1 "onichiuridae" 6,62926488117868 4
"284" "P 1" "P" "10" 1 "oniscoidea" 10953,8461538462 13
"285" "P 1" "P" "10" 1 "oppioidea" 18,4965460380334 1
"286" "P 1" "P" "10" 1 "oribatulidae" 11,719017492439 1
"287" "P 1" "P" "10" 1 "oripodidae" 14,0870882387854 3
"288" "P 1" "P" "10" 1 "parasitidae" 17,2649197115697 2
"289" "P 1" "P" "10" 1 "predador" 2,80359614742294 15
"290" "P 1" "P" "10" 1 "rhodacaroidea" 9,74448729911216 3
"291" "P 1" "P" "10" 1 "scheloribates" 12,8314664924239 1
"292" "P 1" "P" "10" 1 "staphiliniidae" 2356,6156911539 1
"293" "P 1" "P" "10" 1 "staphylinidae" 2311,46505294281 5
"294" "P 1" "P" "10" 1 "symphyla" 39,4706319362744 1
"295" "P 1" "P" "10" 1 "tardigrado" 145,403843066436 2
"296" "P 1" "P" "10" 1 "tenebrionidae" 13600 1
"297" "P 1" "P" "10" 1 "trip" 81,7510797879113 1
"298" "P 1" "P" "20" 1 "blattodea" 8000 1
"299" "P 1" "P" "20" 1 "carabidae" 2400 1
"300" "P 1" "P" "20" 1 "diplopoda" 16800 1
"301" "P 1" "P" "20" 1 "formicidae" 377,10546006166 2
"302" "P 1" "P" "20" 1 "hemiptero" 14000 1
"303" "P 1" "P" "20" 1 "lycosidae" 30000 1
"304" "P 1" "P" "20" 1 "oniscoidea" 4000 3
"305" "P 1" "P" "20" 1 "ptilidae" 4266,66666666667 3
"306" "P 1" "P" "20" 1 "staphylinidae" 5600 1
"307" "P 1" "P" "Frag" 1 "afido" 349,150314806012 5
"308" "P 1" "P" "Frag" 1 "astigmata" 5,41637997552839 1
"309" "P 1" "P" "Frag" 1 "bdelloidea" 2,64230868454563 4
"310" "P 1" "P" "Frag" 1 "carabidae" 1413,63498530469 1
"311" "P 1" "P" "Frag" 1 "ceratozetoidea" 23,6912147782503 8
"312" "P 1" "P" "Frag" 1 "cicadidae" 892,613633204312 2
"313" "P 1" "P" "Frag" 1 "enquitreido" 2782,31291111036 26
"314" "P 1" "P" "Frag" 1 "entomobridae" 20,2657125085365 1
"315" "P 1" "P" "Frag" 1 "eremobelbidae" 61,2448425307194 4
"316" "P 1" "P" "Frag" 1 "eviphididae" 48,0837245366025 1
"317" "P 1" "P" "Frag" 1 "galumnidae" 169,034561746248 2
"318" "P 1" "P" "Frag" 1 "hipogastruridae" 11,3259013799041 8
"319" "P 1" "P" "Frag" 1 "ichtyostomatogasteridae" 7,01725691994862 1
"320" "P 1" "P" "Frag" 1 "isotomidae" 16,8791606358877 12
"321" "P 1" "P" "Frag" 1 "ologamasidae" 22,3996205842662 1
"322" "P 1" "P" "Frag" 1 "onichiuridae" 17,0555762436893 10
"323" "P 1" "P" "Frag" 1 "oniscoidea" 1470,0036378 1
"324" "P 1" "P" "Frag" 1 "oppioidea" 7,94192625485579 2
"325" "P 1" "P" "Frag" 1 "parasitidae" 14,1085229339049 10
"326" "P 1" "P" "Frag" 1 "pupa_insecto" 2537,2399155 1
"327" "P 1" "P" "Frag" 1 "scheloribates" 13,8070364853067 18
"328" "P 1" "P" "Frag" 1 "staphiliniidae" 1959,20479938395 1
"329" "P 1" "P" "H" 1 "Aporrectodea rosea" 22500 1
"330" "P 1" "P" "H" 1 "carabidae" 2600 2
"331" "P 1" "P" "H" 1 "diplopoda" 40800 2
"332" "P 1" "P" "H" 1 "formicidae" 1600 1
"333" "P 1" "P" "H" 1 "juvenil" 171,650701091054 1
"334" "P 1" "P" "H" 1 "larva_scarabidae" 218000 1
"335" "P 1" "P" "H" 1 "linyphiidae" 2800 2
"336" "P 1" "P" "H" 1 "oniscoidea" 11590,6976744186 43
"337" "P 1" "P" "H" 1 "staphylinidae" 2581,05277801504 8
"338" "P 1" "P" "H" 1 "symphyla" 2400 1
"339" "P 1" "P" "H" 1 "tarsonemidae" 800 1
"340" "P 1" "P" "H" 1 "tenebrionidae" 7600 1
"341" "P 1" "P" "H" 1 "trogossitidae" 924,136933004054 1
"342" "P 1" "P" "Hoja" 1 "enquitreido" 1416,98953489858 8
"343" "P 1" "P" "Hoja" 1 "entomobridae" 41,6583317947629 1
"344" "P 1" "P" "Hoja" 1 "larva_diptero" 481,151426545212 2
"345" "P 1" "P" "Hoja" 1 "oripodidae" 21,3205277315931 1
"346" "P 1" "P" "Hoja" 1 "parasitidae" 5,66906671033864 1
"347" "P 1" "P" "Hoja" 1 "scheloribates" 42,5815783286955 1
"348" "P 1" "P" "Hoja" 1 "tardigrado" 107,727263282466 2
"349" "P 1" "P" "hoja" 1 "parasitidae" 4,8447011169491 2
"350" "P 1" "P" "hoja" 1 "tardigrado" 394,363278911969 9
"351" "P 1" "P" "hoja" 1 "trip" 357,714292298924 1
"352" "P 1" "P" "hoja" 1 "tydeoidea" 3,82798119693046 1
"353" "P 1" "P" "humus" 1 "bdelloidea" 5,62054887595445 19
"354" "P 1" "P" "humus" 1 "carabidae" 22,6164508764837 1
"355" "P 1" "P" "humus" 1 "ceratozetoidea" 21,0490057304166 16
"356" "P 1" "P" "humus" 1 "enquitreido" 1126,51262433664 24
"357" "P 1" "P" "humus" 1 "entomobridae" 44,4113103412307 3
"358" "P 1" "P" "humus" 1 "epilhomanioidea" 7,56030832934205 1
"359" "P 1" "P" "humus" 1 "eremobelbidae" 54,8386315074767 5
"360" "P 1" "P" "humus" 1 "eupodoidea" 4,55966943896134 3
"361" "P 1" "P" "humus" 1 "hipogastruridae" 5,01724374960701 7
"362" "P 1" "P" "humus" 1 "isotomidae" 14,1940235502149 40
"363" "P 1" "P" "humus" 1 "limnozetidae" 55,5926864159043 2
"364" "P 1" "P" "humus" 1 "ologamasidae" 32,110108727922 1
"365" "P 1" "P" "humus" 1 "onichiuridae" 11,2654306650066 17
"366" "P 1" "P" "humus" 1 "oppioidea" 8,43772137155487 13
"367" "P 1" "P" "humus" 1 "oribatulidae" 20,2701005802478 14
"368" "P 1" "P" "humus" 1 "oripodidae" 14,2977138094953 33
"369" "P 1" "P" "humus" 1 "parasitidae" 39,0106451516852 81
"370" "P 1" "P" "humus" 1 "protura" 2,40525301005366 1
"371" "P 1" "P" "humus" 1 "psocoptera" 92,4575121467924 1
"372" "P 1" "P" "humus" 1 "rhodacaroidea" 8,87779556296473 10
"373" "P 1" "P" "humus" 1 "scheloribates" 11,8625448591614 52
"374" "P 1" "P" "humus" 1 "tardigrado" 201,255605415077 28
"375" "P 1" "P" "humus" 1 "trip" 407,024415079994 1
"376" "P 2" "P" "10" 2 "Apodorrectodea trapezoides" 68700 1
"377" "P 2" "P" "10" 2 "Eukerria halophila" 9150 1
"378" "P 2" "P" "10" 2 "Glossoscolex sp," 59550 1
"379" "P 2" "P" "10" 2 "Juvenil" 23614,2857142857 14
"380" "P 2" "P" "10" 2 "Microscolex phosphoreus" 5100 1
"381" "P 2" "P" "10" 2 "bacterivoro" 1,54866418247898 31
"382" "P 2" "P" "10" 2 "coleoptera" 5500 4
"383" "P 2" "P" "10" 2 "dermanisoidea" 83,3844195544714 1
"384" "P 2" "P" "10" 2 "enquitreido" 1323,30791445306 1
"385" "P 2" "P" "10" 2 "eupodoidea" 0,714488136892125 2
"386" "P 2" "P" "10" 2 "fitofago" 0,388123313595184 15
"387" "P 2" "P" "10" 2 "formicidae" 665,59662973423 2
"388" "P 2" "P" "10" 2 "fungivoro" 3,59051433308952 22
"389" "P 2" "P" "10" 2 "isotomidae" 4,98502736558407 9
"390" "P 2" "P" "10" 2 "juvenil" 7600 1
"391" "P 2" "P" "10" 2 "larva_coleoptero" 6074,5347315 1
"392" "P 2" "P" "10" 2 "larva_scarabidae" 290700 4
"393" "P 2" "P" "10" 2 "omnivoro" 8,36134418790938 12
"394" "P 2" "P" "10" 2 "oniscoidea" 7255,48387096774 31
