,sitio,replica,microhabitat,clase_tam,gremio,taxa,abundance,bio.ind
238,A,3,Hoja,meso,microfitofago,larva_sciaridae,2,1882.62986061218
239,A,3,Hoja,meso,omnivoro,hipogastruridae,17,40.7026458966175
240,A,3,humus,meso,detritivoro,ceratozetoidea,2,21.3182237977438
241,A,3,humus,meso,detritivoro,isotomidae,11,5.31460937670092
242,A,3,humus,meso,detritivoro,larva_diptera,1,47.9918914015558
243,A,3,humus,meso,detritivoro,oripodidae,7,14.362611290611
244,A,3,humus,meso,detritivoro,pupa_diptera,5,598.9000986
245,A,3,humus,meso,detritivoro,scheloribates,5,13.9243798023066
246,A,3,humus,meso,detritivoro,symphypleona,4,27.5992962653343
247,A,3,humus,meso,herbivoro,trip,11,40.7494479503318
248,A,3,humus,meso,microfitofago,onichiuridae,1,7.92341873932793
249,A,3,humus,meso,microfitofago,oribatulidae,4,11.1215386609644
250,A,3,humus,meso,omnivoro,astigmata,18,6.40475341641989
251,A,3,humus,meso,omnivoro,hipogastruridae,20,7.97077901253687
252,A,3,humus,meso,omnivoro,tardigrado,2,88.2871694540196
253,A,3,humus,meso,predador,bdelloidea,2,3.93838305870232
254,A,3,humus,meso,predador,dermanisoidea,1,8.96680790433841
255,A,3,humus,meso,predador,eupodoidea,5,2.25352880561637
256,A,3,humus,meso,predador,rhodacaroidea,1,11.9017184244889
257,A,3,humus,meso,predador,tenerifidae,1,1.64460545508266
258,A,3,humus,meso,predador,tydeoidea,1,2.83495693000414
259,P,1,10,macro,detritivoro,Aporrectodea_trapezoides,1,72750
260,P,1,10,macro,detritivoro,blattodea,1,7600
261,P,1,10,macro,detritivoro,diplopoda,2,20800
262,P,1,10,macro,detritivoro,juvenil,11,30136.3636363636
263,P,1,10,macro,detritivoro,larva_coleoptero,1,2610.1693895
264,P,1,10,macro,detritivoro,larva_scarabaeidae,1,841200
265,P,1,10,macro,detritivoro,oniscoidea,13,10953.8461538462
266,P,1,10,macro,detritivoro,tenebrionidae,1,13600
267,P,1,10,macro,predador,carabidae,6,3466.66666666667
268,P,1,10,macro,predador,coccinelidae,1,6800
269,P,1,10,macro,predador,formicidae,3,412.85860418858
270,P,1,10,macro,predador,geophylomorpha,2,7600
271,P,1,10,macro,predador,staphylinidae,6,2318.99015931133
272,P,1,10,meso,detritivoro,ceratozetoidea,6,16.537169291426
273,P,1,10,meso,detritivoro,enquitreido,11,1223.04498385085
274,P,1,10,meso,detritivoro,isotomidae,1,1.51244315544603
275,P,1,10,meso,detritivoro,oripodidae,3,14.0870882387854
276,P,1,10,meso,detritivoro,scheloribates,1,12.8314664924239
277,P,1,10,meso,herbivoro,afido,1,50.456885502928
278,P,1,10,meso,herbivoro,trip,1,81.7510797879113
279,P,1,10,meso,microfitofago,galumnidae,1,8.23509895956942
280,P,1,10,meso,microfitofago,limnozetidae,1,41.0861222352013
281,P,1,10,meso,microfitofago,onichiuridae,4,6.62926488117868
282,P,1,10,meso,microfitofago,oppioidea,1,18.4965460380334
283,P,1,10,meso,microfitofago,oribatulidae,1,11.719017492439
284,P,1,10,meso,microfitofago,symphyla,1,39.4706319362744
285,P,1,10,meso,omnivoro,tardigrado,2,145.403843066436
286,P,1,10,meso,predador,bdelloidea,1,13.9004701354604
287,P,1,10,meso,predador,ichtyostomatogasteridae,1,895.257699422101
288,P,1,10,meso,predador,parasitidae,2,17.2649197115697
289,P,1,10,meso,predador,rhodacaroidea,3,9.74448729911216
290,P,1,10,micro,herbivoro,fitofago,8,1.87018184408173
291,P,1,10,micro,microfitofago,bacterivoro,170,0.742667181005945
292,P,1,10,micro,microfitofago,fungivoro,178,3.35892507541629
293,P,1,10,micro,omnivoro,omnivoro,116,10.4411637214987
294,P,1,10,micro,predador,predador,85,2.80359614742294
295,P,1,20,macro,detritivoro,blattodea,1,8000
296,P,1,20,macro,detritivoro,diplopoda,1,16800
297,P,1,20,macro,detritivoro,oniscoidea,3,4000
298,P,1,20,macro,herbivoro,hemiptera,1,14000
299,P,1,20,macro,predador,carabidae,1,2400
300,P,1,20,macro,predador,formicidae,2,377.10546006166
301,P,1,20,macro,predador,lycosidae,1,30000
302,P,1,20,macro,predador,staphylinidae,1,5600
303,P,1,20,macro,NA,ptilidae,3,4266.66666666667
304,P,1,Frag,macro,detritivoro,oniscoidea,1,1470.0036378
305,P,1,Frag,macro,herbivoro,cicadidae,2,892.613633204312
306,P,1,Frag,macro,predador,carabidae,1,1413.63498530469
307,P,1,Frag,macro,predador,staphylinidae,1,1959.20479938395
308,P,1,Frag,meso,detritivoro,ceratozetoidea,8,23.6912147782503
309,P,1,Frag,meso,detritivoro,enquitreido,26,2782.31291111036
310,P,1,Frag,meso,detritivoro,isotomidae,12,16.8791606358877
311,P,1,Frag,meso,detritivoro,pupa_diptera,1,2537.2399155
312,P,1,Frag,meso,detritivoro,scheloribates,18,13.8070364853067
313,P,1,Frag,meso,herbivoro,afido,5,349.150314806012
314,P,1,Frag,meso,microfitofago,entomobryoidea,1,20.2657125085365
315,P,1,Frag,meso,microfitofago,eremobelbidae,4,61.2448425307194
316,P,1,Frag,meso,microfitofago,galumnidae,2,169.034561746248
317,P,1,Frag,meso,microfitofago,onichiuridae,10,17.0555762436893
318,P,1,Frag,meso,microfitofago,oppioidea,2,7.94192625485579
319,P,1,Frag,meso,omnivoro,astigmata,1,5.41637997552839
320,P,1,Frag,meso,omnivoro,hipogastruridae,8,11.3259013799041
321,P,1,Frag,meso,predador,bdelloidea,4,2.64230868454563
322,P,1,Frag,meso,predador,eviphididae,1,48.0837245366025
323,P,1,Frag,meso,predador,ichtyostomatogasteridae,1,7.01725691994862
324,P,1,Frag,meso,predador,ologamasidae,1,22.3996205842662
325,P,1,Frag,meso,predador,parasitidae,10,14.1085229339049
326,P,1,H,macro,detritivoro,Aporrectodea_rosea,1,22500
327,P,1,H,macro,detritivoro,diplopoda,2,40800
328,P,1,H,macro,detritivoro,juvenil,1,171.650701091054
329,P,1,H,macro,detritivoro,larva_scarabaeidae,1,218000
330,P,1,H,macro,detritivoro,oniscoidea,43,11590.6976744186
331,P,1,H,macro,detritivoro,tenebrionidae,1,7600
332,P,1,H,macro,predador,carabidae,2,2600
333,P,1,H,macro,predador,formicidae,1,1600
334,P,1,H,macro,predador,linyphiidae,2,2800
335,P,1,H,macro,predador,staphylinidae,8,2581.05277801504
336,P,1,H,macro,predador,trogossitidae,1,924.136933004054
337,P,1,H,meso,microfitofago,symphyla,1,2400
338,P,1,H,meso,predador,tarsonemidae,1,800
339,P,1,Hoja,meso,detritivoro,enquitreido,8,1416.98953489858
340,P,1,Hoja,meso,detritivoro,larva_diptera,2,481.151426545212
341,P,1,Hoja,meso,detritivoro,oripodidae,1,21.3205277315931
342,P,1,Hoja,meso,detritivoro,scheloribates,1,42.5815783286955
343,P,1,Hoja,meso,microfitofago,entomobryoidea,1,41.6583317947629
344,P,1,Hoja,meso,omnivoro,tardigrado,2,107.727263282466
345,P,1,Hoja,meso,predador,parasitidae,1,5.66906671033864
346,P,1,hoja,meso,herbivoro,trip,1,357.714292298924
347,P,1,hoja,meso,omnivoro,tardigrado,9,394.363278911969
348,P,1,hoja,meso,predador,parasitidae,2,4.8447011169491
349,P,1,hoja,meso,predador,tydeoidea,1,3.82798119693046
350,P,1,humus,macro,microfitofago,psocoptera,1,92.4575121467924
351,P,1,humus,macro,predador,carabidae,1,22.6164508764837
352,P,1,humus,meso,detritivoro,ceratozetoidea,16,21.0490057304166
353,P,1,humus,meso,detritivoro,enquitreido,24,1126.51262433664
354,P,1,humus,meso,detritivoro,epilhomanioidea,1,7.56030832934205
355,P,1,humus,meso,detritivoro,isotomidae,40,14.1940235502149
356,P,1,humus,meso,detritivoro,oripodidae,33,14.2977138094953
357,P,1,humus,meso,detritivoro,scheloribates,52,11.8625448591614
358,P,1,humus,meso,herbivoro,trip,1,407.024415079994
359,P,1,humus,meso,microfitofago,entomobryoidea,3,44.4113103412307
360,P,1,humus,meso,microfitofago,eremobelbidae,5,54.8386315074767
361,P,1,humus,meso,microfitofago,limnozetidae,2,55.5926864159043
362,P,1,humus,meso,microfitofago,onichiuridae,17,11.2654306650066
363,P,1,humus,meso,microfitofago,oppioidea,13,8.43772137155487
364,P,1,humus,meso,microfitofago,oribatulidae,14,20.2701005802478
365,P,1,humus,meso,microfitofago,protura,1,2.40525301005366
366,P,1,humus,meso,omnivoro,hipogastruridae,7,5.01724374960701
367,P,1,humus,meso,omnivoro,tardigrado,28,201.255605415077
368,P,1,humus,meso,predador,bdelloidea,19,5.62054887595445
369,P,1,humus,meso,predador,eupodoidea,3,4.55966943896134
370,P,1,humus,meso,predador,ologamasidae,1,32.110108727922
371,P,1,humus,meso,predador,parasitidae,81,39.0106451516852
372,P,1,humus,meso,predador,rhodacaroidea,10,8.87779556296473
373,P,2,10,macro,detritivoro,Aporrectodea_trapezoides,1,68700
374,P,2,10,macro,detritivoro,Eukerria_halophila,1,9150
375,P,2,10,macro,detritivoro,Glossoscolex,1,59550
376,P,2,10,macro,detritivoro,Microscolex_phosphoreus,1,5100
377,P,2,10,macro,detritivoro,coleoptera,4,5500
378,P,2,10,macro,detritivoro,juvenil,15,22546.6666666667
379,P,2,10,macro,detritivoro,larva_coleoptero,1,6074.5347315
380,P,2,10,macro,detritivoro,larva_scarabaeidae,4,290700
381,P,2,10,macro,detritivoro,oniscoidea,31,7255.48387096774
382,P,2,10,macro,herbivoro,terebrantia,1,544.525955581365
383,P,2,10,macro,predador,formicidae,2,665.59662973423
384,P,2,10,macro,predador,staphylinidae,3,1117.54208099476
385,P,2,10,macro,NA,ptilidae,1,73.4845570727823
386,P,2,10,meso,detritivoro,enquitreido,1,1323.30791445306
387,P,2,10,meso,detritivoro,isotomidae,9,4.98502736558407
388,P,2,10,meso,detritivoro,oripodidae,12,13.711595062522
389,P,2,10,meso,detritivoro,scheloribates,6,14.5416650812556
390,P,2,10,meso,microfitofago,oribatulidae,5,32.415488558026
391,P,2,10,meso,microfitofago,symphyla,1,19.8435577869808
392,P,2,10,meso,omnivoro,tardigrado,3,285.063482244198
393,P,2,10,meso,predador,dermanisoidea,1,83.3844195544714
394,P,2,10,meso,predador,eupodoidea,2,0.714488136892125
395,P,2,10,meso,predador,parasitidae,1,19.4778797442025
396,P,2,10,meso,predador,penthalidae,1,3.01069151696441
397,P,2,10,meso,predador,rhodacaroidea,2,6.6562195846625
398,P,2,10,micro,herbivoro,fitofago,80,0.388123313595184
399,P,2,10,micro,microfitofago,bacterivoro,188,1.54866418247898
400,P,2,10,micro,microfitofago,fungivoro,131,3.59051433308952
401,P,2,10,micro,omnivoro,omnivoro,74,8.36134418790938
402,P,2,10,micro,predador,predador,46,4.00953782798421
403,P,2,20,macro,detritivoro,Eukerria_halophila,1,3300
404,P,2,20,macro,detritivoro,Microscolex_phosphoreus,2,4575
405,P,2,20,macro,detritivoro,anthribidae,4,14600
406,P,2,20,macro,detritivoro,juvenil,4,20362.5
407,P,2,20,macro,detritivoro,larva_scarabaeidae,1,7600
408,P,2,20,macro,detritivoro,oniscoidea,1,4800
409,P,2,20,meso,microfitofago,entomobryoidea,1,99.0595952011892
410,P,2,Frag,macro,detritivoro,larva_coleoptero,2,6157.7594265
411,P,2,Frag,macro,detritivoro,oniscoidea,10,2184.7650756
412,P,2,Frag,meso,detritivoro,isotomidae,2,28.012713637173
413,P,2,Frag,meso,detritivoro,larva_diptera,3,471.026450280544
414,P,2,Frag,meso,detritivoro,oripodidae,16,13.8295283752397
415,P,2,Frag,meso,detritivoro,scheloribates,25,16.8893767360902
416,P,2,Frag,meso,herbivoro,trip,4,369.011110125667
417,P,2,Frag,meso,microfitofago,galumnidae,4,130.050565980397
418,P,2,Frag,meso,microfitofago,larva_sciaridae,2,1578.60239439393
419,P,2,Frag,meso,microfitofago,onichiuridae,2,19.8613891066972
420,P,2,Frag,meso,microfitofago,oppioidea,2,10.6075149916369
421,P,2,Frag,meso,microfitofago,oribatulidae,34,28.5510067645138
422,P,2,Frag,meso,omnivoro,astigmata,1,18.5439219528229
423,P,2,Frag,meso,omnivoro,hipogastruridae,2,31.1514068704832
424,P,2,Frag,meso,omnivoro,tardigrado,1,533.269737472729
425,P,2,Frag,meso,predador,dermanisoidea,2,44.935496506256
426,P,2,Frag,meso,predador,eupodoidea,1,5.66404683462433
427,P,2,Frag,meso,predador,eviphididae,8,56.4466705012434
